#run,start_time,stop_time,species,cell,charge_avg_online,charge_avg_offline_cc,charge_avg_offline,charge_avg_offline_err,run_dose(Pe/cm2),cc_on,cc_off,cc_off_err
17248,2022-10-22 04:42:00-04:00,2022-10-22 08:16:00-04:00,d,20,0.3859,0.4059,0.4052,0.000626,0.208663484944069,-1.42,-1.4933,0.0256
17249,2022-10-22 08:20:00-04:00,2022-10-22 09:22:00-04:00,d,20,0.3833,0.4031,0.4025,0.001135,0.0637700274425391,-1.42,-1.4933,0.0256
17252,2022-10-22 10:05:00-04:00,2022-10-22 10:31:00-04:00,d,20,0.3818,0.4015,0.4009,0.001769,0.0252080450151687,-1.42,-1.4933,0.0256
17253,2022-10-22 10:44:00-04:00,2022-10-22 11:20:00-04:00,d,20,0.3815,0.4012,0.4005,0.001681,0.0258119286160629,-1.42,-1.4933,0.0256
17254,2022-10-22 11:23:00-04:00,2022-10-22 11:27:00-04:00,d,20,0.3805,0.4001,0.3995,0.004852,0.0036889286772437,-1.42,-1.4933,0.0256
17255,2022-10-22 11:36:00-04:00,2022-10-22 11:55:00-04:00,d,20,0.3805,0.4001,0.3995,0.00208,0.0183486283213755,-1.42,-1.4933,0.0256
17258,2022-10-22 12:25:00-04:00,2022-10-22 13:48:00-04:00,d,20,0.3786,0.3982,0.3975,0.001046,0.0712563344642266,-1.42,-1.4933,0.0256
17261,2022-10-22 14:17:00-04:00,2022-10-22 15:29:00-04:00,d,20,0.3755,0.3949,0.3943,0.001021,0.0767835999059942,-1.42,-1.4933,0.0256
17262,2022-10-22 15:35:00-04:00,2022-10-22 19:09:00-04:00,d,20,0.3527,0.3709,0.3703,0.000583,0.2062157451711298,-1.42,-1.4933,0.0256
17263,2022-10-22 19:15:00-04:00,2022-10-22 21:03:00-04:00,d,20,0.3652,0.384,0.3834,0.000827,0.1085480399072256,-1.42,-1.4933,0.0256
17264,2022-10-23 02:20:00-04:00,2022-10-23 05:59:00-04:00,d,20,-0.2322,-0.2549,-0.2548,8.4e-05,0.2226195062688604,-1.42,-1.5591,0.0059
17265,2022-10-23 06:02:00-04:00,2022-10-23 10:50:00-04:00,d,20,-0.265,-0.291,-0.2908,9.9e-05,0.2005532410394181,-1.42,-1.5591,0.0059
17266,2022-10-23 11:02:00-04:00,2022-10-23 12:52:00-04:00,d,20,-0.266,-0.292,-0.2919,0.000141,0.1018688647658822,-1.42,-1.5591,0.0059
17268,2022-10-23 22:14:00-04:00,2022-10-23 23:16:00-04:00,d,20,-0.2323,-0.255,-0.2548,0.000225,0.0604649009873589,-1.42,-1.5591,0.0059
17269,2022-10-23 23:41:00-04:00,2022-10-24 03:10:00-04:00,d,20,-0.2566,-0.2818,-0.2816,0.000154,0.1624792492406054,-1.42,-1.5591,0.0059
17270,2022-10-24 07:17:00-04:00,2022-10-24 11:11:00-04:00,d,20,-0.2759,-0.303,-0.3028,0.000128,0.1996600449501189,-1.42,-1.5591,0.0059
17271,2022-10-24 11:23:00-04:00,2022-10-24 14:57:00-04:00,d,20,-0.273,-0.2997,-0.2996,0.000113,0.1603431186307347,-1.42,-1.5591,0.0059
17272,2022-10-24 15:29:00-04:00,2022-10-24 16:44:00-04:00,d,20,-0.2711,-0.2977,-0.2975,0.000185,0.0598748084361248,-1.42,-1.5591,0.0059
17273,2022-10-24 16:56:00-04:00,2022-10-24 20:50:00-04:00,d,20,-0.2707,-0.3025,-0.2968,9.7e-05,0.2205823919916826,-1.42,-1.5591,0.0059
17274,2022-10-24 20:54:00-04:00,2022-10-25 00:41:00-04:00,d,20,-0.2774,-0.3046,-0.3045,0.0001,0.218755206312214,-1.42,-1.5591,0.0059
17275,2022-10-25 00:44:00-04:00,2022-10-25 01:08:00-04:00,d,20,-0.2762,-0.3033,-0.3031,0.000299,0.025270188810366,-1.42,-1.5591,0.0059
17276,2022-10-25 01:13:00-04:00,2022-10-25 04:36:00-04:00,d,20,-0.2791,-0.3064,-0.3064,0.000122,0.1448003567459038,-1.42,-1.5591,0.0059
17277,2022-10-25 06:00:00-04:00,2022-10-25 09:47:00-04:00,d,20,-0.2802,-0.3077,-0.3075,0.000102,0.215560673882535,-1.42,-1.5591,0.0059
17278,2022-10-25 09:51:00-04:00,2022-10-25 13:53:00-04:00,d,20,-0.2801,-0.3075,-0.3074,0.000107,0.1861895676362019,-1.42,-1.5591,0.0059
17281,2022-10-25 15:34:00-04:00,2022-10-25 18:32:00-04:00,d,20,-0.2798,-0.3072,-0.3071,0.000113,0.172559558270102,-1.42,-1.5591,0.0059
17282,2022-10-25 18:36:00-04:00,2022-10-25 21:00:00-04:00,d,20,-0.2784,-0.3056,-0.3055,0.000128,0.1341196790115537,-1.42,-1.5591,0.0059
17283,2022-10-25 21:04:00-04:00,2022-10-26 00:50:00-04:00,d,20,-0.2768,-0.304,-0.3038,0.000101,0.2141146278602028,-1.42,-1.5591,0.0059
17284,2022-10-26 00:54:00-04:00,2022-10-26 02:45:00-04:00,d,20,-0.2739,-0.3007,-0.3006,0.000148,0.095940978920845,-1.42,-1.5591,0.0059
17286,2022-10-26 03:01:00-04:00,2022-10-26 04:25:00-04:00,d,20,-0.2737,-0.3006,-0.3005,0.000175,0.0658449937490451,-1.42,-1.5591,0.0059
17287,2022-10-26 04:30:00-04:00,2022-10-26 08:28:00-04:00,d,20,-0.2733,-0.3001,-0.3,9.7e-05,0.2225520857563234,-1.42,-1.5591,0.0059
17288,2022-10-26 08:35:00-04:00,2022-10-26 12:15:00-04:00,d,20,-0.2708,-0.2973,-0.2972,0.000112,0.1614999296206137,-1.42,-1.5591,0.0059
17289,2022-10-26 12:31:00-04:00,2022-10-26 16:10:00-04:00,d,20,-0.2704,-0.2969,-0.2968,0.000143,0.0971270763644753,-1.42,-1.5591,0.0059
17290,2022-10-26 16:28:00-04:00,2022-10-26 18:24:00-04:00,d,20,-0.2683,-0.2945,-0.2944,0.000136,0.110064334003108,-1.42,-1.5591,0.0059
17292,2022-10-26 18:41:00-04:00,2022-10-26 19:45:00-04:00,d,20,-0.2669,-0.2931,-0.293,0.000187,0.0581189384220924,-1.42,-1.5591,0.0059
17293,2022-10-26 21:31:00-04:00,2022-10-27 01:12:00-04:00,d,20,-0.2652,-0.2912,-0.2912,9.5e-05,0.2191399735091738,-1.42,-1.5591,0.0059
17294,2022-10-27 01:17:00-04:00,2022-10-27 04:47:00-04:00,d,20,-0.2618,-0.2875,-0.2873,9.7e-05,0.2163235351537556,-1.42,-1.5591,0.0059
17295,2022-10-27 04:50:00-04:00,2022-10-27 06:15:00-04:00,d,20,-0.2616,-0.2872,-0.2873,0.000153,0.0844159931679687,-1.42,-1.5591,0.0059
17296,2022-10-27 06:30:00-04:00,2022-10-27 07:55:00-04:00,d,20,-0.2601,-0.2855,-0.2855,0.000164,0.0735262834312809,-1.42,-1.5591,0.0059
17491,2023-02-02 11:11:00-05:00,2023-02-02 12:08:00-05:00,d,15,0.4968,0.5313,0.5307,0.000481,0.0380196056705767,-3.37,-3.6039,0.0206
17492,2023-02-02 12:11:00-05:00,2023-02-02 15:44:00-05:00,d,15,0.4791,0.5124,0.5121,0.000259,0.1246345772316898,-3.37,-3.6039,0.0206
17493,2023-02-02 17:15:00-05:00,2023-02-02 21:15:00-05:00,d,15,0.4587,0.4906,0.4903,0.000212,0.1769049953623304,-3.37,-3.6039,0.0206
17494,2023-02-02 21:17:00-05:00,2023-02-03 01:21:00-05:00,d,15,0.4404,0.471,0.4708,0.000213,0.1536063101414121,-3.37,-3.6039,0.0206
17495,2023-02-03 01:23:00-05:00,2023-02-03 03:04:00-05:00,d,15,0.4326,0.4626,0.4624,0.000348,0.0522253671434207,-3.37,-3.6039,0.0206
17496,2023-02-03 03:09:00-05:00,2023-02-03 05:25:00-05:00,d,15,0.4256,0.4552,0.4551,0.000248,0.1123392173840437,-3.37,-3.6039,0.0206
17497,2023-02-03 05:33:00-05:00,2023-02-03 10:12:00-05:00,d,15,0.4158,0.4446,0.4446,0.000176,0.2128157276992402,-3.37,-3.6039,0.0206
17498,2023-02-03 10:31:00-05:00,2023-02-03 12:28:00-05:00,d,15,0.4135,0.4422,0.4422,0.000292,0.0775954009940839,-3.37,-3.6039,0.0206
17500,2023-02-03 13:05:00-05:00,2023-02-03 15:32:00-05:00,d,15,0.4094,0.3565,0.4376,0.000252,0.1006945265222678,-3.37,-3.6039,0.0206
17501,2023-02-03 15:58:00-05:00,2023-02-03 16:13:00-05:00,d,15,0.4071,0.4353,0.4354,0.000802,0.0105931990308938,-3.37,-3.6039,0.0206
17502,2023-02-03 16:23:00-05:00,2023-02-03 19:24:00-05:00,d,15,0.4011,0.429,0.4291,0.000212,0.1426727382154487,-3.37,-3.6039,0.0206
17504,2023-02-03 19:52:00-05:00,2023-02-03 20:08:00-05:00,d,15,0.3959,0.4233,0.4237,0.000672,0.0157732957561378,-3.37,-3.6039,0.0206
17505,2023-02-03 20:16:00-05:00,2023-02-04 00:17:00-05:00,d,15,0.3929,0.4201,0.4203,0.000188,0.1898086311122272,-3.37,-3.6039,0.0206
17506,2023-02-04 00:19:00-05:00,2023-02-04 04:25:00-05:00,d,15,0.3695,0.3951,0.3954,0.000166,0.2129271094591406,-3.37,-3.6039,0.0206
17507,2023-02-04 04:27:00-05:00,2023-02-04 08:23:00-05:00,d,15,0.3196,0.3418,0.3421,0.000182,0.1244103151814383,-3.37,-3.6039,0.0206
17508,2023-02-04 08:27:00-05:00,2023-02-04 12:09:00-05:00,d,15,0.3752,0.4012,0.4014,0.00019,0.1592015426102075,-3.37,-3.6039,0.0206
17509,2023-02-04 12:12:00-05:00,2023-02-04 15:31:00-05:00,d,15,0.3809,0.4074,0.4076,0.000243,0.074688191982064,-3.37,-3.6039,0.0206
17510,2023-02-04 21:08:00-05:00,2023-02-05 01:13:00-05:00,d,15,0.3823,0.4089,0.4091,0.000184,0.1571112497310772,-3.37,-3.6039,0.0206
17511,2023-02-05 01:15:00-05:00,2023-02-05 02:19:00-05:00,d,15,0.3782,0.4045,0.4049,0.000483,0.0204922566017807,-3.37,-3.6039,0.0206
17512,2023-02-05 03:50:00-05:00,2023-02-05 07:45:00-05:00,d,15,0.3764,0.4025,0.4028,0.000228,0.1050109162779149,-3.37,-3.6039,0.0206
17513,2023-02-05 08:41:00-05:00,2023-02-05 10:51:00-05:00,d,15,0.3741,0.4,0.4003,0.000239,0.0896058540573408,-3.37,-3.6039,0.0206
17523,2023-02-07 05:59:00-05:00,2023-02-07 06:25:00-05:00,d,15,-0.3732,-0.3725,-0.372,0.001317,0.0110237491809407,-3.65,-3.643,0.0425
17524,2023-02-07 06:28:00-05:00,2023-02-07 07:44:00-05:00,d,15,-0.3761,-0.3754,-0.375,0.00154,0.0089441274688598,-3.65,-3.643,0.0425
17527,2023-02-07 21:46:00-05:00,2023-02-08 01:54:00-05:00,d,15,-0.372,-0.3713,-0.3707,0.000436,0.1336923120709825,-3.65,-3.643,0.0425
17529,2023-02-08 03:03:00-05:00,2023-02-08 07:02:00-05:00,d,15,-0.3563,-0.3557,-0.3553,0.000378,0.1624629163874629,-3.65,-3.643,0.0425
17530,2023-02-08 07:05:00-05:00,2023-02-08 10:01:00-05:00,d,15,-0.3475,-0.3469,-0.3465,0.000411,0.1268019622628118,-3.65,-3.643,0.0425
17535,2023-02-09 01:20:00-05:00,2023-02-09 02:45:00-05:00,d,15,-0.343,-0.3424,-0.3419,0.000589,0.0609466127600891,-3.65,-3.643,0.0425
17537,2023-02-09 03:03:00-05:00,2023-02-09 05:59:00-05:00,d,15,-0.3349,-0.3342,-0.3339,0.000404,0.1229067715104966,-3.65,-3.643,0.0425
17538,2023-02-09 06:05:00-05:00,2023-02-09 10:03:00-05:00,d,15,-0.3412,-0.3406,-0.3402,0.000344,0.1749740151519908,-3.65,-3.643,0.0425
17540,2023-02-09 10:41:00-05:00,2023-02-09 14:42:00-05:00,d,15,-0.3299,-0.3293,-0.329,0.000334,0.1186163444528347,-3.65,-3.643,0.0425
17541,2023-02-09 14:50:00-05:00,2023-02-09 19:03:00-05:00,d,15,-0.3238,-0.3231,-0.3229,0.000339,0.1519084238373074,-3.65,-3.643,0.0425
17542,2023-02-09 19:06:00-05:00,2023-02-09 22:12:00-05:00,d,15,-0.3173,-0.3167,-0.3165,0.000388,0.1140466116953992,-3.65,-3.643,0.0425
17544,2023-02-10 21:24:00-05:00,2023-02-11 02:07:00-05:00,d,15,-0.2586,-0.2613,-0.2687,0.000173,0.2070349402175771,-3.65,-3.6875,0.0298
17545,2023-02-11 02:10:00-05:00,2023-02-11 06:08:00-05:00,d,15,-0.2584,-0.2611,-0.2687,0.000198,0.1588086752242649,-3.65,-3.6875,0.0298
17546,2023-02-11 06:10:00-05:00,2023-02-11 09:43:00-05:00,d,15,-0.2631,-0.2658,-0.2736,0.000205,0.1564100286964608,-3.65,-3.6875,0.0298
17547,2023-02-11 10:12:00-05:00,2023-02-11 14:12:00-05:00,d,15,-0.3091,-0.3123,-0.317,0.000257,0.1299751913592047,-3.65,-3.6875,0.0298
17548,2023-02-11 14:15:00-05:00,2023-02-11 15:55:00-05:00,d,15,-0.3091,-0.3123,-0.3123,0.000406,0.0547005937911756,-3.65,-3.6875,0.0298
17549,2023-02-11 16:02:00-05:00,2023-02-11 20:00:00-05:00,d,15,-0.3112,-0.3144,-0.3144,0.000215,0.2044272163046408,-3.65,-3.6875,0.0298
17550,2023-02-11 20:08:00-05:00,2023-02-12 00:07:00-05:00,d,15,-0.3103,-0.3135,-0.3136,0.000223,0.178067115116339,-3.65,-3.6875,0.0298
17551,2023-02-12 00:10:00-05:00,2023-02-12 04:04:00-05:00,d,15,-0.3105,-0.3137,-0.3139,0.000226,0.1692694253844931,-3.65,-3.6875,0.0298
17552,2023-02-12 04:06:00-05:00,2023-02-12 06:03:00-05:00,d,15,-0.3105,-0.3137,-0.3138,0.000449,0.0411294032335481,-3.65,-3.6875,0.0298
17554,2023-02-12 06:51:00-05:00,2023-02-12 08:53:00-05:00,d,15,-0.3091,-0.3123,-0.3124,0.000302,0.0917556957591105,-3.65,-3.6875,0.0298
17555,2023-02-12 10:17:00-05:00,2023-02-12 14:11:00-05:00,d,15,-0.3083,-0.3115,-0.3115,0.000215,0.1784773825503313,-3.65,-3.6875,0.0298
17556,2023-02-12 14:14:00-05:00,2023-02-12 16:14:00-05:00,d,15,-0.3061,-0.3093,-0.3093,0.000295,0.090097960837265,-3.65,-3.6875,0.0298
17557,2023-02-12 16:26:00-05:00,2023-02-12 17:15:00-05:00,d,15,-0.306,-0.3091,-0.3091,0.000474,0.0355451852398232,-3.65,-3.6875,0.0298
17558,2023-02-12 17:22:00-05:00,2023-02-12 21:21:00-05:00,d,15,-0.3058,-0.3089,-0.3089,0.000219,0.1738887979385685,-3.65,-3.6875,0.0298
17559,2023-02-12 21:23:00-05:00,2023-02-13 01:26:00-05:00,d,15,-0.3032,-0.3063,-0.3063,0.00021,0.1796971671691263,-3.65,-3.6875,0.0298
17560,2023-02-13 01:28:00-05:00,2023-02-13 05:19:00-05:00,d,15,-0.3011,-0.3042,-0.3044,0.00021,0.1822000302447511,-3.65,-3.6875,0.0298
17650,2023-02-25 10:45:00-05:00,2023-02-25 14:46:00-05:00,d,15,-0.4563,-0.442,-0.441,8.5e-05,0.19322653040465,-3.65,-3.5357,0.008
17651,2023-02-25 14:49:00-05:00,2023-02-25 15:46:00-05:00,d,15,-0.4141,-0.4012,-0.4002,0.000154,0.0484535953907776,-3.65,-3.5357,0.008
17652,2023-02-25 15:50:00-05:00,2023-02-25 17:17:00-05:00,d,15,-0.3993,-0.3868,-0.3859,0.000124,0.0672695145238741,-3.65,-3.5357,0.008
17653,2023-02-25 17:25:00-05:00,2023-02-25 21:26:00-05:00,d,15,-0.367,-0.3555,-0.3546,6.7e-05,0.1992073393674391,-3.65,-3.5357,0.008
17654,2023-02-25 21:28:00-05:00,2023-02-26 01:28:00-05:00,d,15,-0.3639,-0.3525,-0.3516,6.6e-05,0.2029214177192026,-3.65,-3.5357,0.008
17655,2023-02-26 01:50:00-05:00,2023-02-26 05:51:00-05:00,d,15,-0.3541,-0.343,-0.3421,6.6e-05,0.1765278344255894,-3.65,-3.5357,0.008
17658,2023-02-26 06:26:00-05:00,2023-02-26 10:28:00-05:00,d,15,-0.3536,-0.3425,-0.3417,6.7e-05,0.1867912711911276,-3.65,-3.5357,0.008
17659,2023-02-26 10:36:00-05:00,2023-02-26 13:07:00-05:00,d,15,-0.341,-0.3303,-0.3294,8.7e-05,0.1004964773029307,-3.65,-3.5357,0.008
17661,2023-02-26 14:58:00-05:00,2023-02-26 18:58:00-05:00,d,15,-0.3369,-0.3264,-0.3255,6.2e-05,0.1885273121772181,-3.65,-3.5357,0.008
17662,2023-02-26 19:04:00-05:00,2023-02-26 22:30:00-05:00,d,15,-0.3394,-0.3288,-0.328,6.8e-05,0.1623586950836265,-3.65,-3.5357,0.008
17664,2023-02-26 22:43:00-05:00,2023-02-27 02:20:00-05:00,d,15,-0.3379,-0.3273,-0.3265,6.5e-05,0.1777983983010189,-3.65,-3.5357,0.008
17665,2023-02-27 02:28:00-05:00,2023-02-27 06:28:00-05:00,d,15,-0.3348,-0.3243,-0.3235,6.1e-05,0.1776613954017547,-3.65,-3.5357,0.008
17666,2023-02-27 06:30:00-05:00,2023-02-27 08:38:00-05:00,d,15,-0.3343,-0.3238,-0.3231,8.4e-05,0.0945075384105893,-3.65,-3.5357,0.008
17667,2023-02-27 08:41:00-05:00,2023-02-27 10:46:00-05:00,d,15,-0.3336,-0.3232,-0.3225,9.1e-05,0.0785345587879934,-3.65,-3.5357,0.008
17678,2023-03-01 22:12:00-05:00,2023-03-02 02:13:00-05:00,d,15,0.4741,0.4798,0.4794,0.000337,0.123601752638134,-3.93,-3.9769,0.0295
17679,2023-03-02 02:15:00-05:00,2023-03-02 05:36:00-05:00,d,15,0.4647,0.4703,0.4699,0.000306,0.0956603858174912,-3.93,-3.9769,0.0295
17681,2023-03-02 06:42:00-05:00,2023-03-02 09:26:00-05:00,d,15,0.4583,0.4638,0.4634,0.000371,0.1049265653552219,-3.93,-3.9769,0.0295
17682,2023-03-02 13:59:00-05:00,2023-03-02 17:48:00-05:00,d,15,0.4565,0.4619,0.4617,0.000978,0.0155361908722479,-3.93,-3.9769,0.0295
17683,2023-03-02 20:05:00-05:00,2023-03-02 23:14:00-05:00,d,15,0.4452,0.4505,0.4503,0.000312,0.1491102177037332,-3.93,-3.9769,0.0295
17684,2023-03-02 23:21:00-05:00,2023-03-03 03:40:00-05:00,d,15,0.4307,0.4359,0.4357,0.000273,0.1760809536660952,-3.93,-3.9769,0.0295
17685,2023-03-03 03:43:00-05:00,2023-03-03 07:55:00-05:00,d,15,0.4173,0.4223,0.4222,0.000271,0.1787166858404745,-3.93,-3.9769,0.0295
17686,2023-03-03 08:04:00-05:00,2023-03-03 10:03:00-05:00,d,15,0.4099,0.4148,0.4147,0.000527,0.0442311977379689,-3.93,-3.9769,0.0295
17687,2023-03-03 20:24:00-05:00,2023-03-03 21:08:00-05:00,d,15,0.3932,0.3758,0.376,0.000292,0.0336505030106006,-3.93,-3.7566,0.0149
17688,2023-03-03 23:19:00-05:00,2023-03-04 00:55:00-05:00,d,15,0.4092,0.3912,0.3913,0.000215,0.0690641202428107,-3.93,-3.7566,0.0149
17689,2023-03-04 01:03:00-05:00,2023-03-04 02:57:00-05:00,d,15,0.4116,0.3934,0.3935,0.000191,0.0883824164338676,-3.93,-3.7566,0.0149
17690,2023-03-04 03:04:00-05:00,2023-03-04 03:30:00-05:00,d,15,0.4184,0.3999,0.4,0.00042,0.0197054823196085,-3.93,-3.7566,0.0149
17691,2023-03-04 03:37:00-05:00,2023-03-04 06:32:00-05:00,d,15,0.4179,0.3994,0.3995,0.000164,0.1312354995546586,-3.93,-3.7566,0.0149
17692,2023-03-04 06:41:00-05:00,2023-03-04 07:55:00-05:00,d,15,0.4114,0.3933,0.3934,0.000234,0.0606641847209124,-3.93,-3.7566,0.0149
17693,2023-03-04 12:27:00-05:00,2023-03-04 14:37:00-05:00,d,15,0.4114,0.3933,0.3934,0.000215,0.0696235289023524,-3.93,-3.7566,0.0149
17694,2023-03-04 19:09:00-05:00,2023-03-04 23:08:00-05:00,d,15,0.4009,0.3832,0.3833,0.00013,0.187925728975221,-3.93,-3.7566,0.0149
17695,2023-03-04 23:16:00-05:00,2023-03-05 03:32:00-05:00,d,15,0.3918,0.3745,0.3746,0.000131,0.1746569562207551,-3.93,-3.7566,0.0149
17696,2023-03-05 03:34:00-05:00,2023-03-05 07:22:00-05:00,d,15,0.3836,0.3667,0.3668,0.000141,0.1464152052401657,-3.93,-3.7566,0.0149
17697,2023-03-05 07:25:00-05:00,2023-03-05 11:26:00-05:00,d,15,0.3788,0.3621,0.3622,0.000123,0.1841041313879299,-3.93,-3.7566,0.0149
17698,2023-03-05 11:35:00-05:00,2023-03-05 15:07:00-05:00,d,15,0.3717,0.3553,0.3554,0.000125,0.17895727467136,-3.93,-3.7566,0.0149
17699,2023-03-05 15:14:00-05:00,2023-03-05 16:07:00-05:00,d,15,0.3683,0.3521,0.3521,0.00028,0.035002426717267,-3.93,-3.7566,0.0149
17700,2023-03-05 19:29:00-05:00,2023-03-05 23:29:00-05:00,d,15,0.3662,0.35,0.3501,0.000119,0.1791909262257885,-3.93,-3.7566,0.0149
17701,2023-03-05 23:32:00-05:00,2023-03-06 03:45:00-05:00,d,15,0.3612,0.3453,0.3454,0.000114,0.1813791828906127,-3.93,-3.7566,0.0149
17702,2023-03-06 03:48:00-05:00,2023-03-06 08:10:00-05:00,d,15,0.3532,0.3376,0.3378,0.000112,0.1786218758326992,-3.93,-3.7566,0.0149
17780,2023-03-15 20:10:00-04:00,2023-03-15 20:58:00-04:00,d,15,0.4761,0.4896,0.4892,0.000366,0.0386721822966707,-3.67,-3.7745,0.0152
17781,2023-03-15 21:14:00-04:00,2023-03-15 23:06:00-04:00,d,15,0.4702,0.4835,0.4832,0.000263,0.077438423022143,-3.67,-3.7745,0.0152
17782,2023-03-15 23:24:00-04:00,2023-03-16 00:02:00-04:00,d,15,0.4646,0.4778,0.4772,0.000409,0.0302800387170731,-3.67,-3.7745,0.0152
17783,2023-03-16 00:06:00-04:00,2023-03-16 03:13:00-04:00,d,15,0.4511,0.464,0.4634,0.000184,0.1444648384515353,-3.67,-3.7745,0.0152
17784,2023-03-16 05:32:00-04:00,2023-03-16 06:57:00-04:00,d,15,0.4408,0.4533,0.4528,0.000292,0.0538390322496057,-3.67,-3.7745,0.0152
17785,2023-03-16 07:05:00-04:00,2023-03-16 10:44:00-04:00,d,15,0.4303,0.4426,0.442,0.000161,0.1680409930085854,-3.67,-3.7745,0.0152
17786,2023-03-16 10:48:00-04:00,2023-03-16 14:23:00-04:00,d,15,0.4183,0.4302,0.4297,0.000162,0.1611281951326377,-3.67,-3.7745,0.0152
17787,2023-03-16 14:43:00-04:00,2023-03-16 19:01:00-04:00,d,15,0.4113,0.423,0.4224,0.000153,0.1672797440655722,-3.67,-3.7745,0.0152
17788,2023-03-16 19:06:00-04:00,2023-03-16 22:34:00-04:00,d,15,0.4012,0.4126,0.4121,0.000151,0.1670329836917315,-3.67,-3.7745,0.0152
17789,2023-03-16 22:39:00-04:00,2023-03-17 01:58:00-04:00,d,15,0.3903,0.4015,0.4009,0.000148,0.1664910042094664,-3.67,-3.7745,0.0152
17790,2023-03-17 02:10:00-04:00,2023-03-17 05:29:00-04:00,d,15,0.384,0.3949,0.3943,0.000145,0.167596991530599,-3.67,-3.7745,0.0152
17791,2023-03-17 05:35:00-04:00,2023-03-17 09:30:00-04:00,d,15,0.3774,0.3882,0.3876,0.000147,0.1559155432645515,-3.67,-3.7745,0.0152
17792,2023-03-17 14:43:00-04:00,2023-03-17 17:29:00-04:00,d,15,-0.2562,-0.2634,-0.2629,5e-05,0.1264991193729737,-3.67,-3.773,0.0068
17793,2023-03-17 17:34:00-04:00,2023-03-17 21:19:00-04:00,d,15,-0.2806,-0.2885,-0.288,4.6e-05,0.1770301889205516,-3.67,-3.773,0.0068
17794,2023-03-17 21:23:00-04:00,2023-03-18 01:06:00-04:00,d,15,-0.3072,-0.3158,-0.3153,5e-05,0.1783120480166499,-3.67,-3.773,0.0068
17795,2023-03-18 01:11:00-04:00,2023-03-18 02:38:00-04:00,d,15,-0.3093,-0.318,-0.3174,0.000107,0.0396133884044266,-3.67,-3.773,0.0068
17796,2023-03-18 05:51:00-04:00,2023-03-18 07:59:00-04:00,d,15,-0.2523,-0.2594,-0.259,5.5e-05,0.1064710399490057,-3.67,-3.773,0.0068
17797,2023-03-18 08:10:00-04:00,2023-03-18 11:35:00-04:00,d,15,-0.3053,-0.3139,-0.3134,5.1e-05,0.1722521625459109,-3.67,-3.773,0.0068
17798,2023-03-18 11:50:00-04:00,2023-03-18 15:01:00-04:00,d,15,-0.3296,-0.3389,-0.3385,5.8e-05,0.1465323856894037,-3.67,-3.773,0.0068
17799,2023-03-18 15:10:00-04:00,2023-03-18 17:27:00-04:00,d,15,-0.3269,-0.3361,-0.3357,6.9e-05,0.1013647784010954,-3.67,-3.773,0.0068
17800,2023-03-18 17:56:00-04:00,2023-03-18 21:47:00-04:00,d,15,-0.3281,-0.3373,-0.3368,5.3e-05,0.1788543913253872,-3.67,-3.773,0.0068
17801,2023-03-18 21:51:00-04:00,2023-03-18 22:40:00-04:00,d,15,-0.3221,-0.3312,-0.3308,0.000109,0.0422965238598493,-3.67,-3.773,0.0068
17802,2023-03-18 22:52:00-04:00,2023-03-19 02:41:00-04:00,d,15,-0.3227,-0.3318,-0.3314,5.2e-05,0.1803354192959106,-3.67,-3.773,0.0068
17803,2023-03-19 02:47:00-04:00,2023-03-19 06:52:00-04:00,d,15,-0.321,-0.33,-0.3296,5.4e-05,0.1702314480379044,-3.67,-3.773,0.0068
17804,2023-03-19 07:03:00-04:00,2023-03-19 08:49:00-04:00,d,15,-0.3213,-0.3303,-0.3299,7.5e-05,0.0835280326858914,-3.67,-3.773,0.0068
